Project,StationName,StationCode,Latitude,Longitude,TripCode,SampleTime_UTC,SampleTime_Local,Year,Month,Day,Time,Depth,SST,Chla,Salinity,SOI,Biomass,AshFreeBiomass,Acartia danae,Acartia fossae,Acartia negligens,Acartia pacifica,Acartia pietschmani,Acartia simplex,Acartia tonsa,Acartia tranteri,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Agetus flaccus,Agetus limbatus,Agetus typicus,Amallothrix tenuiserrata,Bestiolina similis,Calanoides carinatus,Calanoides macrocarinatus,Calanopia aurivilli,Calanopia australica,Calanopia elliptica,Calanopia minor,Calanus australis,Calocalanus contractus,Calocalanus pavo,Calocalanus plumulosus,Calocalanus styliremis,Calocalanus tenuis,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages furcatus,Centropages gracilis,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus jobei,Clausocalanus mastigophorus,Clausocalanus minor,Clausocalanus parapergens,Clausocalanus paululus,Clausocalanus pergens,Clytemnestra farrani,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Copilia quadrata,Corycaeus clausi,Corycaeus crassiusculus,Corycaeus speciosus,Corycaeus vitreus,Cosmocalanus darwinii,Ctenocalanus citer,Ctenocalanus vanus,Delibus nudus,Dioithona oculata,Dioithona rigida,Ditrichocorycaeus andrewsi,Ditrichocorycaeus anglicus,Ditrichocorycaeus asiaticus,Ditrichocorycaeus aucklandicus,Ditrichocorycaeus dahli,Ditrichocorycaeus erythraeus,Ditrichocorycaeus lubbocki,Ditrichocorycaeus minimus,Ditrichocorycaeus subtilis,Ditrichocorycaeus tenuis,Eucalanus hyalinus,Euchaeta acuta,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Farranula carinata,Farranula concinna,Farranula curta,Farranula gibbula,Farranula gracilis,Farranula rostrata,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera kroyeri,Labidocera minuta,Labidocera tasmanica,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Metridia lucens,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oithona attenuata,Oithona australis,Oithona brevicornis,Oithona decipiens,Oithona fallax,Oithona longispina,Oithona nana,Oithona plumifera,Oithona robusta,Oithona setigera,Oithona similis,Oithona simplex,Oithona tenuis,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea paraclevei,Oncaea scottodicarloi,Oncaea venusta,Oncaea waldemari,Onychocorycaeus agilis,Onychocorycaeus catus,Onychocorycaeus giesbrechti,Onychocorycaeus latus,Onychocorycaeus pacificus,Onychocorycaeus pumilus,Paracalanus aculeatus,Paracalanus denudatus,Paracalanus indicus,Paracalanus nanus,Paracalanus parvus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pontella aculeata,Pontellopsis macronyx,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina scarlata,Sapphirina stellata,Scaphocalanus curtus,Scaphocalanus echinatus,Scolecithricella dentata,Scolecithricella longifurca,Scolecithricella minor,Scolecithrix bradyi,Scolecithrix danae,Scolecitrichopsis ctenopus,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus mucronatus,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora turbinata,Temoropia mayumbaensis,Tortanus barbatus,Tortanus gracilis,Triconia conifera,Triconia denticula,Triconia dentipes,Triconia umerus,Undinula vulgaris,Urocorycaeus furcifer,Urocorycaeus lautus,Urocorycaeus longistylis
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20211109,2021-11-09T22:14:00Z,2021-11-10T09:14:00Z,2021,11,10,9:14:00,100,19.0458,0.5922,35.5052,La Nina,2.3092,1.4746,0,0,0,0,0,0,0,1.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5052,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0.221,0,0,0,0,0,0,0.1105,0,0,0,0,0,0.9946,0,0,0,0,0,0.1105,0,0,0,0,0.3315,0.221,0,0,0,0,0,0,0,0.1105,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1105,0,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20211124,2021-11-24T22:14:00Z,2021-11-25T09:14:00Z,2021,11,25,9:14:00,100,18.7987,1.0241,35.3651,La Nina,4.6679,3.2251,0,0,0,0,0,0,0,9.6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5658,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2062,0,0,0,0,0,0.5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1316,0,0,0,0,0,0,0,0,0.5658,0,0,0.5658,5.0923,0,0,0.5658,0,0.5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1316,0,0,0,0,0.5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20220123,2022-01-23T21:56:00Z,2022-01-24T08:56:00Z,2022,1,24,8:56:00,100,22.11,2.2770285714285716,35.4571,La Nina,0.6613,0.5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4204,0,0,0,0,0,0,0,0,4.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,4.4204,0,0,0,0,4.4204,0,0,0,0,0,0,13.2612,0,0,0,0,0,0,0,8.8408,0,0,13.2612,0,8.8408,0,0,0,0,0,0,4.4204,0,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8408,0,0,0,13.2612,0,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20220216,2022-02-16T22:45:00Z,2022-02-17T09:45:00Z,2022,2,17,9:45:00,100,23.8998,0.9652,35.0979,La Nina,19.7044,17.2643,0,0,8.8408,0,0,0,0,8.8408,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5224,0,0,0,0,0,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8408,0,0,0,0,371.3134,0,0,0,0,0,8.8408,17.6816,0,8.8408,0,0,0,26.5224,8.8408,0,0,0,17.6816,0,0,0,0,0,0,0,0,17.6816,17.6816,0,0,0,0,35.3632,0,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,26.5224,0,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20220316,2022-03-16T21:00:00Z,2022-03-17T08:00:00Z,2022,3,17,8:00:00,100,24.7534,0.5059,34.6126,La Nina,2.8184,2.1996000000000002,0,0,0,0,0,0,0,0,0.7073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7073,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7073,0,0,0,0,0,0,0,0.7073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0.7073,0,0,0,11.3162,4.2436,0,0,0,0,0,0,0,0,0,0,0,0.7073,0.7073,0,0,0,2.1218,0,0.7073,1.4145,0,0,0.7073,0.7073,0,0,0.7073,0,0,0,0,2.8291,0,0.7073,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.829,4.2436,0,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20220426,2022-04-26T23:40:00Z,2022-04-27T09:40:00Z,2022,4,27,9:40:00,100,23.3838,0.5957,35.0823,La Nina,2.875,2.2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.816,0,0,0,0,176.8158,17.6816,0,0,0,0,0,0,0,0,53.0448,0,0,17.6816,35.3632,0,0,0,17.6816,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,53.0448,17.6816,53.0448,0,0,0,0,88.4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20220629,2022-06-29T00:01:00Z,2022-06-29T10:01:00Z,2022,6,29,10:01:00,100,20.3361,0.2855,35.4094,La Nina,2.6911,2.0864,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,2.8291,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,5.6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,29.7051,2.8291,0,0,0,0,1.4145,0,0,0,0,0,2.8291,2.8291,0,0,0,0,5.6581,0,0,1.4145,0,0,0,1.4145,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,2.8291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20220802,2022-08-02T00:00:00Z,2022-08-02T10:00:00Z,2022,8,2,10:00:00,100,18.3436,0.808,35.0913,La Nina,3.5116,2.1006,2.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,4.7151,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,2.3575,0,0,0,0,0,9.4302,9.4302,0,0,0,0,0,2.3575,9.4302,0,0,0,7.0726,0,2.3575,0,0,0,0,0,2.3575,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,4.715,0,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20220828,2022-08-28T22:45:00Z,2022-08-29T08:45:00Z,2022,8,29,8:45:00,100,17.6816,3.7377,35.4582,La Nina,6.2858,8.9469,11.7877,0,0,0,0,0,0,11.7878,0,0,0,0,0,0,0,0,0,0,11.7877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7877,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8939,0,0,5.8939,0,0,0,0,0,5.8939,11.7877,11.7877,0,0,5.8939,0,0,0,0,0,0,0,0,0,0,0,223.9668,0,0,5.8939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5754,0,5.8939,0,0,0,5.8939,5.8939,0,0,0,0,5.8939,41.257,0,0,0,0,5.8939,0,5.8939,17.6816,0,0,0,0,0,0,0,0,0,0,0,5.8939,0,35.3632,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.3914,5.8939,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20220926,2022-09-26T21:30:00Z,2022-09-27T07:30:00Z,2022,9,27,7:30:00,100,18.2844,2.7211,35.47,La Nina,12.0871,7.3272,1.7682,0,0,0,0,0,0,5.3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,1.7682,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,1.7682,0,0,0,0,0,0,1.7682,0,0,0,0,5.3045,5.3045,0,0,0,0,0,0,0,1.7682,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8408,0,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20221026,2022-10-26T21:16:00Z,2022-10-27T08:16:00Z,2022,10,27,8:16:00,101,18.4359,2.848811111111111,35.3155,La Nina,15.6928,8.2911,0,0,0,0,0,0,0,11.2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0371,0,0,0,0,0,1.6074,3.2148,0,0,0,0,3.2148,14.4668,0,0,1.6074,0,1.6074,0,0,0,0,0,0,0,1.6074,0,0,0,0,0,0,1.6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6074,0,1.6074,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20221114,2022-11-14T21:22:00Z,2022-11-15T08:22:00Z,2022,11,15,8:22:00,100,17.8495,1.64484,35.3904,La Nina,5.7783,4.7493,0,0,0,0,0,0,0,90.9339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4151,0,0,0,5.0519,0,0,5.0519,0,0,0,0,10.1038,0,0,5.0519,0,5.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0519,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20221221,2022-12-21T21:44:00Z,2022-12-22T08:44:00Z,2022,12,22,8:44:00,100,20.0085,2.1352,35.6017,La Nina,26.2289,13.537,8.8408,4.4204,8.8408,0,0,0,0,4.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4204,4.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4204,0,0,0,4.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4204,4.4204,0,0,0,4.4204,0,0,0,0,0,0,0,0,0,0,0,17.6816,39.7836,17.6816,0,0,0,4.4204,0,4.4204,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,44.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4204,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0
NRS,Port Hacking,PHB,34.1192,151.2267,PHB20230111,2023-01-11T20:12:00Z,2023-01-12T07:12:00Z,2023,1,12,7:12:00,100,24.1052,0.4277,35.3845,La Nina,8.2927,6.1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5084,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,70.7263,0,0,0,0,0,0,0,0,7.0726,0,0,0,49.5085,7.0726,0,0,0,7.0726,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRS,Kangaroo Island,KAI,35.8322,136.4473,KAI20120116,2012-01-16T20:30:00Z,2012-01-17T07:00:00Z,2012,1,17,7:00:00,100,18.3003,0.1692,35.815,La Nina,3.4674,NA,0,0,1.4145,0,0,0,0,2.1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,3.5363,0,4.2436,0.7073,0,0,0,0,0,1.4146,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0.7073,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5598,0,0,0,0,0,0.7073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7073,0,0,0,29.7051,0.7073,0,0,0,0,2.1218,0,0,0,0,0,0,2.1218,8.4872,0,1.4145,0,0.7073,0,0,3.5363,0,0,3.5363,13.438,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1218,0,0,0,0,0,0,0,0,0,0,0
NRS,Kangaroo Island,KAI,35.8322,136.4473,KAI20120215,2012-02-15T01:20:00Z,2012-02-15T11:50:00Z,2012,2,15,11:50:00,100,18.5047,1.0435,35.912,La Nina,1.6126,NA,0,0,0,0,0,0,0,3.0312,0,0,0,0,0,1.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0623,0,0,0,0,4.0415,0,0,1.0104,1.0104,1.0104,0,0,1.0104,0,0,0,0,0,0,0,0,2.0208,0,0,2.0208,0,0,0,0,1.0104,0,0,1.0104,0,0,0,0,0,0,0,0,0,0,0,0,10.1038,0,0,0,0,0,4.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3839,1.0104,1.0104,0,0,0,7.0726,0,0,0,0,0,0,3.0311,0,0,1.0104,0,0,0,0,7.0726,0,0,0,5.0519,3.0311,0,0,0,0,0,0,0,0,1.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0831,0,0,0,0,0,0,0,0,0,0,0
NRS,Kangaroo Island,KAI,35.8322,136.4473,KAI20120415,2012-04-15T01:12:00Z,2012-04-15T10:42:00Z,2012,4,15,10:42:00,100,18.36145,0.6488,35.9022,Neutral,1.7788,NA,5.3045,0,0,0,0,0,7.0727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,49.5085,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,3.5363,0,0,0,0,0,0,5.3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,1.7682,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.609,0,0,0,0,56.5811,21.2179,0,0,0,0,5.3045,0,0,0,0,0,0,10.609,5.3045,0,0,0,3.5363,0,0,35.3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0
NRS,Kangaroo Island,KAI,35.8322,136.4473,KAI20130220,2013-02-20T20:50:00Z,2013-02-21T07:20:00Z,2013,2,21,7:20:00,100,19.1812,2.1671,36.015,Neutral,4.1021,NA,0,0,0,0,0,0,0,0.5658,0.1768,0.1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0,0.1768,0,0,0,0,0,0,0.2122,0,0,0,0,0.1415,0.2122,0,0,0,0,0,0,0,0.2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6719,0,0,0,0,0,0,0,0,0,0,0
NRS,Kangaroo Island,KAI,35.8322,136.4473,KAI20130423,2013-04-23T03:46:00Z,2013-04-23T13:16:00Z,2013,4,23,13:16:00,100,19.0839,2.8609,36.0456,Neutral,1.8,NA,0,0,0,0,0,0,1.7682,7.0726,0,0,0,0,0,0,0,0,0,5.3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,49.5085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,1.7682,0,0,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1233,7.0726,0,0,0,0,1.7682,0,0,0,0,0,0,8.8408,5.3045,0,1.7682,0,0,0,0,7.0726,0,0,0,0,0,0,0,15.9134,0,0,0,0,0,7.0727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8269,0,0,0,0,0,0,0,0,0,0,0
NRS,Kangaroo Island,KAI,35.8322,136.4473,KAI20130506,2013-05-06T22:25:00Z,2013-05-07T07:55:00Z,2013,5,7,7:55:00,100,18.9244,2.0074,35.9772,La Nina,41.5553,NA,0.1415,0,0,0,0,0,0.0354,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0,0.1061,0,0,0.3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0,0,0,0,0,0.0354,0.0707,0.1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5304,0,0,0,0,0.6719,0.7073,0,0,0,0,0.0354,0.0354,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,2.1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4951,0,0,0,0,0,0,0,0,0,0,0
NRS,Kangaroo Island,KAI,35.8322,136.4473,KAI20130827,2013-08-27T23:25:00Z,2013-08-28T08:55:00Z,2013,8,28,8:55:00,100,15.8732,1.2467,35.8508,Neutral,1.7186,NA,1.0104,2.0208,0,0,0,1.0104,0,0,0,0,0,0,0,0,0,0,0,1.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0934,0,0,0,0,0,1.0104,0,0,1.0104,0,0,0,0,0,0,0,0,0,1.0104,0,0,4.0415,0,0,0,0,4.0415,0,3.0311,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0311,0,0,2.0208,0,0,0,0,0,0,0,0,0,0,1.0104,0,0,0,0,0,0,0,0,0,76.7886,0,0,0,0,0,1.0104,3.0311,0,0,0,0,0,1.0104,1.0104,0,0,0,0,0,0,4.0415,0,0,1.0104,0,4.0415,0,0,0,0,0,0,0,0,12.1245,0,0,0,0,1.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0104,0,0,0,0,0,0,0,0,0,0,0
